YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,CARRIER,FL_NUM,Route,ORIGIN,DEST,DEST_CITY,DEST_STATE,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,DEP_TIME_BLK,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,ARR_TIME_BLK,CANCELED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,PASSENGERS,EMPFULL,EMPPART,EMPTOTAL,EMPFTE,NET_INCOME,OP_REVENUES
2018,1,1,21,7,2018-01-21,9E,3288,150,ATL,ABY,"Albany, GA",GA,2108,2059,-9,0,0,-1,2100-2159,12,2111,2138,6,2200,2144,-16,0,0,-2,2200-2259,0,,0,52,45,27,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,22,1,2018-01-22,9E,3298,150,ATL,ABY,"Albany, GA",GA,1037,1032,-5,0,0,-1,1000-1059,27,1059,1129,3,1137,1132,-5,0,0,-1,1100-1159,0,,0,60,60,30,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,22,1,2018-01-22,9E,3280,150,ATL,ABY,"Albany, GA",GA,1643,1728,45,45,1,3,1600-1659,18,1746,1817,4,1734,1821,47,47,1,3,1700-1759,0,,0,51,53,31,145,45,0,2,0,0,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,22,1,2018-01-22,9E,3288,150,ATL,ABY,"Albany, GA",GA,2108,2107,-1,0,0,-1,2100-2159,21,2128,2202,5,2200,2207,7,7,0,0,2200-2259,0,,0,52,60,34,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,23,2,2018-01-23,9E,3298,150,ATL,ABY,"Albany, GA",GA,1037,1032,-5,0,0,-1,1000-1059,19,1051,1129,4,1137,1133,-4,0,0,-1,1100-1159,0,,0,60,61,38,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,23,2,2018-01-23,9E,3280,150,ATL,ABY,"Albany, GA",GA,1643,1638,-5,0,0,-1,1600-1659,15,1653,1721,5,1734,1726,-8,0,0,-1,1700-1759,0,,0,51,48,28,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,23,2,2018-01-23,9E,3288,150,ATL,ABY,"Albany, GA",GA,2108,2103,-5,0,0,-1,2100-2159,17,2120,2149,4,2200,2153,-7,0,0,-1,2200-2259,0,,0,52,50,29,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,24,3,2018-01-24,9E,3298,150,ATL,ABY,"Albany, GA",GA,1037,1033,-4,0,0,-1,1000-1059,16,1049,1118,5,1137,1123,-14,0,0,-1,1100-1159,0,,0,60,50,29,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,24,3,2018-01-24,9E,3280,150,ATL,ABY,"Albany, GA",GA,1643,1636,-7,0,0,-1,1600-1659,18,1654,1722,4,1734,1726,-8,0,0,-1,1700-1759,0,,0,51,50,28,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,24,3,2018-01-24,9E,3288,150,ATL,ABY,"Albany, GA",GA,2108,2106,-2,0,0,-1,2100-2159,18,2124,2154,5,2200,2159,-1,0,0,-1,2200-2259,0,,0,52,53,30,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,25,4,2018-01-25,9E,3298,150,ATL,ABY,"Albany, GA",GA,1037,1028,-9,0,0,-1,1000-1059,16,1044,1112,7,1137,1119,-18,0,0,-2,1100-1159,0,,0,60,51,28,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,25,4,2018-01-25,9E,3280,150,ATL,ABY,"Albany, GA",GA,1643,1635,-8,0,0,-1,1600-1659,12,1647,1715,4,1734,1719,-15,0,0,-1,1700-1759,0,,0,51,44,28,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,25,4,2018-01-25,9E,3288,150,ATL,ABY,"Albany, GA",GA,2108,2106,-2,0,0,-1,2100-2159,17,2123,2152,5,2200,2157,-3,0,0,-1,2200-2259,0,,0,52,51,29,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,26,5,2018-01-26,9E,3298,150,ATL,ABY,"Albany, GA",GA,1037,1031,-6,0,0,-1,1000-1059,18,1049,1119,3,1137,1122,-15,0,0,-1,1100-1159,0,,0,60,51,30,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,26,5,2018-01-26,9E,3280,150,ATL,ABY,"Albany, GA",GA,1643,1638,-5,0,0,-1,1600-1659,16,1654,1725,3,1734,1728,-6,0,0,-1,1700-1759,0,,0,51,50,31,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,26,5,2018-01-26,9E,3288,150,ATL,ABY,"Albany, GA",GA,2108,2101,-7,0,0,-1,2100-2159,13,2114,2150,4,2200,2154,-6,0,0,-1,2200-2259,0,,0,52,53,36,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,27,6,2018-01-27,9E,3298,150,ATL,ABY,"Albany, GA",GA,1037,1028,-9,0,0,-1,1000-1059,18,1046,1115,4,1136,1119,-17,0,0,-2,1100-1159,0,,0,59,51,29,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,27,6,2018-01-27,9E,3354,150,ATL,ABY,"Albany, GA",GA,1900,1859,-1,0,0,-1,1900-1959,14,1913,1945,4,1957,1949,-8,0,0,-1,1900-1959,0,,0,57,50,32,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,28,7,2018-01-28,9E,3298,150,ATL,ABY,"Albany, GA",GA,1037,1052,15,15,1,1,1000-1059,10,1102,1132,3,1137,1135,-2,0,0,-1,1100-1159,0,,0,60,43,30,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,28,7,2018-01-28,9E,3280,150,ATL,ABY,"Albany, GA",GA,1643,1646,3,3,0,0,1600-1659,16,1702,1734,4,1734,1738,4,4,0,0,1700-1759,0,,0,51,52,32,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,28,7,2018-01-28,9E,3288,150,ATL,ABY,"Albany, GA",GA,2108,2107,-1,0,0,-1,2100-2159,19,2126,2159,4,2200,2203,3,3,0,0,2200-2259,0,,0,52,56,33,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,29,1,2018-01-29,9E,3298,150,ATL,ABY,"Albany, GA",GA,1037,1031,-6,0,0,-1,1000-1059,28,1059,1134,3,1137,1137,,,,,1100-1159,0,,0,60,66,35,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,29,1,2018-01-29,9E,3280,150,ATL,ABY,"Albany, GA",GA,1643,1639,-4,0,0,-1,1600-1659,12,1651,1722,3,1734,1725,-9,0,0,-1,1700-1759,0,,0,51,46,31,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,29,1,2018-01-29,9E,3288,150,ATL,ABY,"Albany, GA",GA,2108,2104,-4,0,0,-1,2100-2159,14,2118,2147,4,2200,2151,-9,0,0,-1,2200-2259,0,,0,52,47,29,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,30,2,2018-01-30,9E,3298,150,ATL,ABY,"Albany, GA",GA,1037,1032,-5,0,0,-1,1000-1059,15,1047,1120,3,1137,1123,-14,0,0,-1,1100-1159,0,,0,60,51,33,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,30,2,2018-01-30,9E,3280,150,ATL,ABY,"Albany, GA",GA,1643,1636,-7,0,0,-1,1600-1659,13,1649,1715,3,1734,1718,-16,0,0,-2,1700-1759,0,,0,51,42,26,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,30,2,2018-01-30,9E,3288,150,ATL,ABY,"Albany, GA",GA,2108,2104,-4,0,0,-1,2100-2159,18,2122,2151,4,2200,2155,-5,0,0,-1,2200-2259,0,,0,52,51,29,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,31,3,2018-01-31,9E,3298,150,ATL,ABY,"Albany, GA",GA,1037,1027,-10,0,0,-1,1000-1059,21,1048,1118,3,1137,1121,-16,0,0,-2,1100-1159,0,,0,60,54,30,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,31,3,2018-01-31,9E,3280,150,ATL,ABY,"Albany, GA",GA,1643,1643,,,,,1600-1659,15,1658,1728,3,1734,1731,-3,0,0,-1,1700-1759,0,,0,51,48,30,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,31,3,2018-01-31,9E,3288,150,ATL,ABY,"Albany, GA",GA,2108,2101,-7,0,0,-1,2100-2159,10,2111,2137,4,2200,2141,-19,0,0,-2,2200-2259,0,,0,52,40,26,145,,,,,,2655,4191,109,4300,4246,-126.37,674.25
2018,1,1,1,1,2018-01-01,9E,3368,152,ATL,AEX,"Alexandria, LA",LA,1309,1404,55,55,1,3,1300-1359,17,1421,1439,3,1359,1442,43,43,1,2,1300-1359,0,,0,110,98,78,500,43,0,0,0,0,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,1,1,2018-01-01,9E,3892,152,ATL,AEX,"Alexandria, LA",LA,2205,2216,11,11,0,0,2200-2259,16,2232,2248,4,2256,2252,-4,0,0,-1,2200-2259,0,,0,111,96,76,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,2,2,2018-01-02,9E,3305,152,ATL,AEX,"Alexandria, LA",LA,1000,1000,,,,,1000-1059,36,1036,1054,3,1057,1057,,,,,1000-1059,0,,0,117,117,78,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,2,2,2018-01-02,9E,3368,152,ATL,AEX,"Alexandria, LA",LA,1309,1358,49,49,1,3,1300-1359,13,1411,1436,5,1359,1441,42,42,1,2,1300-1359,0,,0,110,103,85,500,42,0,0,0,0,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,2,2,2018-01-02,9E,3892,152,ATL,AEX,"Alexandria, LA",LA,2126,2309,103,103,1,6,2100-2159,10,2319,2342,4,2220,2346,86,86,1,5,2200-2259,0,,0,114,97,83,500,0,0,0,0,86,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,3,3,2018-01-03,9E,3304,152,ATL,AEX,"Alexandria, LA",LA,939,933,-6,0,0,-1,0900-0959,21,954,1011,4,1032,1015,-17,0,0,-2,1000-1059,0,,0,113,102,77,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,3,3,2018-01-03,9E,3322,152,ATL,AEX,"Alexandria, LA",LA,1620,1615,-5,0,0,-1,1600-1659,16,1631,1648,4,1715,1652,-23,0,0,-2,1700-1759,0,,0,115,97,77,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,3,3,2018-01-03,9E,3282,152,ATL,AEX,"Alexandria, LA",LA,2113,2113,,,,,2100-2159,26,2139,2154,3,2200,2157,-3,0,0,-1,2200-2259,0,,0,107,104,75,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,4,4,2018-01-04,9E,3304,152,ATL,AEX,"Alexandria, LA",LA,939,937,-2,0,0,-1,0900-0959,11,948,1009,4,1032,1013,-19,0,0,-2,1000-1059,0,,0,113,96,81,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,4,4,2018-01-04,9E,3286,152,ATL,AEX,"Alexandria, LA",LA,1310,1325,15,15,1,1,1300-1359,15,1340,1359,3,1402,1402,,,,,1400-1459,0,,0,112,97,79,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,4,4,2018-01-04,9E,3322,152,ATL,AEX,"Alexandria, LA",LA,1620,1616,-4,0,0,-1,1600-1659,12,1628,1652,3,1715,1655,-20,0,0,-2,1700-1759,0,,0,115,99,84,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,4,4,2018-01-04,9E,3282,152,ATL,AEX,"Alexandria, LA",LA,2113,2107,-6,0,0,-1,2100-2159,17,2124,2143,4,2200,2147,-13,0,0,-1,2200-2259,0,,0,107,100,79,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,5,5,2018-01-05,9E,3304,152,ATL,AEX,"Alexandria, LA",LA,939,946,7,7,0,0,0900-0959,18,1004,1020,5,1032,1025,-7,0,0,-1,1000-1059,0,,0,113,99,76,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,5,5,2018-01-05,9E,3286,152,ATL,AEX,"Alexandria, LA",LA,1310,1305,-5,0,0,-1,1300-1359,20,1325,1343,3,1402,1346,-16,0,0,-2,1400-1459,0,,0,112,101,78,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,5,5,2018-01-05,9E,3322,152,ATL,AEX,"Alexandria, LA",LA,1620,1725,65,65,1,4,1600-1659,13,1738,1752,3,1715,1755,40,40,1,2,1700-1759,0,,0,115,90,74,500,2,0,0,0,38,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,5,5,2018-01-05,9E,3282,152,ATL,AEX,"Alexandria, LA",LA,2113,2133,20,20,1,1,2100-2159,17,2150,2206,3,2200,2209,9,9,0,0,2200-2259,0,,0,107,96,76,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,6,6,2018-01-06,9E,3286,152,ATL,AEX,"Alexandria, LA",LA,1310,1308,-2,0,0,-1,1300-1359,15,1323,1336,2,1400,1338,-22,0,0,-2,1400-1459,0,,0,110,90,73,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,6,6,2018-01-06,9E,3282,152,ATL,AEX,"Alexandria, LA",LA,1900,1853,-7,0,0,-1,1900-1959,29,1922,1937,2,1950,1939,-11,0,0,-1,1900-1959,0,,0,110,106,75,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,7,7,2018-01-07,9E,3286,152,ATL,AEX,"Alexandria, LA",LA,1310,1310,,,,,1300-1359,16,1326,1349,3,1402,1352,-10,0,0,-1,1400-1459,0,,0,112,102,83,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,7,7,2018-01-07,9E,3322,152,ATL,AEX,"Alexandria, LA",LA,1620,1829,129,129,1,8,1600-1659,20,1849,1921,3,1715,1924,129,129,1,8,1700-1759,0,,0,115,115,92,500,129,0,0,0,0,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,7,7,2018-01-07,9E,3282,152,ATL,AEX,"Alexandria, LA",LA,2113,2108,-5,0,0,-1,2100-2159,15,2123,2144,2,2200,2146,-14,0,0,-1,2200-2259,0,,0,107,98,81,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,8,1,2018-01-08,9E,3304,152,ATL,AEX,"Alexandria, LA",LA,939,938,-1,0,0,-1,0900-0959,23,1001,1023,3,1032,1026,-6,0,0,-1,1000-1059,0,,0,113,108,82,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,8,1,2018-01-08,9E,3286,152,ATL,AEX,"Alexandria, LA",LA,1310,1417,67,67,1,4,1300-1359,11,1428,1446,5,1402,1451,49,49,1,3,1400-1459,0,,0,112,94,78,500,1,0,0,0,48,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,8,1,2018-01-08,9E,3322,152,ATL,AEX,"Alexandria, LA",LA,1620,1634,14,14,0,0,1600-1659,16,1650,1708,3,1715,1711,-4,0,0,-1,1700-1759,0,,0,115,97,78,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,8,1,2018-01-08,9E,3282,152,ATL,AEX,"Alexandria, LA",LA,2113,2242,89,89,1,5,2100-2159,22,2304,2323,4,2200,2327,87,87,1,5,2200-2259,0,,0,107,105,79,500,67,0,0,0,20,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,9,2,2018-01-09,9E,3304,152,ATL,AEX,"Alexandria, LA",LA,939,929,-10,0,0,-1,0900-0959,14,943,1002,3,1032,1005,-27,0,0,-2,1000-1059,0,,0,113,96,79,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,9,2,2018-01-09,9E,3322,152,ATL,AEX,"Alexandria, LA",LA,1620,1631,11,11,0,0,1600-1659,18,1649,1706,3,1715,1709,-6,0,0,-1,1700-1759,0,,0,115,98,77,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,9,2,2018-01-09,9E,3282,152,ATL,AEX,"Alexandria, LA",LA,2113,2139,26,26,1,1,2100-2159,16,2155,2211,3,2200,2214,14,14,0,0,2200-2259,0,,0,107,95,76,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,10,3,2018-01-10,9E,3304,152,ATL,AEX,"Alexandria, LA",LA,939,938,-1,0,0,-1,0900-0959,16,954,1013,4,1032,1017,-15,0,0,-1,1000-1059,0,,0,113,99,79,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,10,3,2018-01-10,9E,3322,152,ATL,AEX,"Alexandria, LA",LA,1620,1613,-7,0,0,-1,1600-1659,13,1626,1647,4,1715,1651,-24,0,0,-2,1700-1759,0,,0,115,98,81,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,10,3,2018-01-10,9E,3282,152,ATL,AEX,"Alexandria, LA",LA,2113,2104,-9,0,0,-1,2100-2159,20,2124,2145,2,2200,2147,-13,0,0,-1,2200-2259,0,,0,107,103,81,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,11,4,2018-01-11,9E,3304,152,ATL,AEX,"Alexandria, LA",LA,939,935,-4,0,0,-1,0900-0959,18,953,1012,2,1032,1014,-18,0,0,-2,1000-1059,0,,0,113,99,79,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,11,4,2018-01-11,9E,3286,152,ATL,AEX,"Alexandria, LA",LA,1310,1305,-5,0,0,-1,1300-1359,12,1317,1340,3,1402,1343,-19,0,0,-2,1400-1459,0,,0,112,98,83,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,11,4,2018-01-11,9E,3322,152,ATL,AEX,"Alexandria, LA",LA,1620,1615,-5,0,0,-1,1600-1659,13,1628,1649,2,1715,1651,-24,0,0,-2,1700-1759,0,,0,115,96,81,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,11,4,2018-01-11,9E,3282,152,ATL,AEX,"Alexandria, LA",LA,2113,2106,-7,0,0,-1,2100-2159,25,2131,2157,4,2200,2201,1,1,0,0,2200-2259,0,,0,107,115,86,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,12,5,2018-01-12,9E,3304,152,ATL,AEX,"Alexandria, LA",LA,939,936,-3,0,0,-1,0900-0959,19,955,1011,4,1032,1015,-17,0,0,-2,1000-1059,0,,0,113,99,76,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,12,5,2018-01-12,9E,3286,152,ATL,AEX,"Alexandria, LA",LA,1310,1323,13,13,0,0,1300-1359,11,1334,1352,2,1402,1354,-8,0,0,-1,1400-1459,0,,0,112,91,78,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,12,5,2018-01-12,9E,3322,152,ATL,AEX,"Alexandria, LA",LA,1620,1615,-5,0,0,-1,1600-1659,13,1628,1645,5,1715,1650,-25,0,0,-2,1700-1759,0,,0,115,95,77,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,12,5,2018-01-12,9E,3282,152,ATL,AEX,"Alexandria, LA",LA,2113,2110,-3,0,0,-1,2100-2159,23,2133,2154,4,2200,2158,-2,0,0,-1,2200-2259,0,,0,107,108,81,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,13,6,2018-01-13,9E,3286,152,ATL,AEX,"Alexandria, LA",LA,1310,1305,-5,0,0,-1,1300-1359,11,1316,1335,5,1400,1340,-20,0,0,-2,1400-1459,0,,0,110,95,79,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,13,6,2018-01-13,9E,3282,152,ATL,AEX,"Alexandria, LA",LA,1900,1856,-4,0,0,-1,1900-1959,12,1908,1924,4,1950,1928,-22,0,0,-2,1900-1959,0,,0,110,92,76,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,14,7,2018-01-14,9E,3286,152,ATL,AEX,"Alexandria, LA",LA,1310,1300,-10,0,0,-1,1300-1359,13,1313,1341,5,1402,1346,-16,0,0,-2,1400-1459,0,,0,112,106,88,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,14,7,2018-01-14,9E,3282,152,ATL,AEX,"Alexandria, LA",LA,1900,1853,-7,0,0,-1,1900-1959,10,1903,1925,3,1952,1928,-24,0,0,-2,1900-1959,0,,0,112,95,82,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,15,1,2018-01-15,9E,3304,152,ATL,AEX,"Alexandria, LA",LA,939,941,2,2,0,0,0900-0959,14,955,1016,4,1032,1020,-12,0,0,-1,1000-1059,0,,0,113,99,81,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,15,1,2018-01-15,9E,3286,152,ATL,AEX,"Alexandria, LA",LA,1310,1400,50,50,1,3,1300-1359,38,1438,1501,5,1402,1506,64,64,1,4,1400-1459,0,,0,112,126,83,500,50,0,14,0,0,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,15,1,2018-01-15,9E,3322,152,ATL,AEX,"Alexandria, LA",LA,1620,1618,-2,0,0,-1,1600-1659,14,1632,1653,3,1715,1656,-19,0,0,-2,1700-1759,0,,0,115,98,81,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,15,1,2018-01-15,9E,3282,152,ATL,AEX,"Alexandria, LA",LA,2113,2118,5,5,0,0,2100-2159,28,2146,2206,4,2200,2210,10,10,0,0,2200-2259,0,,0,107,112,80,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,16,2,2018-01-16,9E,3304,152,ATL,AEX,"Alexandria, LA",LA,939,933,-6,0,0,-1,0900-0959,12,945,1018,7,1032,1025,-7,0,0,-1,1000-1059,0,,0,113,112,93,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,16,2,2018-01-16,9E,3322,152,ATL,AEX,"Alexandria, LA",LA,1620,1626,6,6,0,0,1600-1659,26,1652,1714,4,1715,1718,3,3,0,0,1700-1759,0,,0,115,112,82,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,16,2,2018-01-16,9E,3282,152,ATL,AEX,"Alexandria, LA",LA,2113,,,,,,2100-2159,,,,,2200,,,,,,2200-2259,1,C,0,107,,,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,17,3,2018-01-17,9E,3304,152,ATL,AEX,"Alexandria, LA",LA,939,,,,,,0900-0959,,,,,1032,,,,,,1000-1059,1,C,0,113,,,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,17,3,2018-01-17,9E,3322,152,ATL,AEX,"Alexandria, LA",LA,1620,1850,150,150,1,10,1600-1659,66,1956,2010,4,1715,2014,179,179,1,11,1700-1759,0,,0,115,144,74,500,0,150,29,0,0,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,17,3,2018-01-17,9E,3282,152,ATL,AEX,"Alexandria, LA",LA,2113,,,,,,2100-2159,,,,,2200,,,,,,2200-2259,1,C,0,107,,,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,18,4,2018-01-18,9E,3304,152,ATL,AEX,"Alexandria, LA",LA,939,1051,72,72,1,4,0900-0959,15,1106,1122,4,1032,1126,54,54,1,3,1000-1059,0,,0,113,95,76,500,0,1,0,0,53,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,18,4,2018-01-18,9E,3286,152,ATL,AEX,"Alexandria, LA",LA,1310,1320,10,10,0,0,1300-1359,13,1333,1348,4,1402,1352,-10,0,0,-1,1400-1459,0,,0,112,92,75,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,18,4,2018-01-18,9E,3322,152,ATL,AEX,"Alexandria, LA",LA,1620,1653,33,33,1,2,1600-1659,16,1709,1728,2,1715,1730,15,15,1,1,1700-1759,0,,0,115,97,79,500,15,0,0,0,0,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,18,4,2018-01-18,9E,3282,152,ATL,AEX,"Alexandria, LA",LA,2113,2105,-8,0,0,-1,2100-2159,21,2126,2140,4,2200,2144,-16,0,0,-2,2200-2259,0,,0,107,99,74,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,19,5,2018-01-19,9E,3304,152,ATL,AEX,"Alexandria, LA",LA,939,936,-3,0,0,-1,0900-0959,25,1001,1016,3,1032,1019,-13,0,0,-1,1000-1059,0,,0,113,103,75,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,19,5,2018-01-19,9E,3286,152,ATL,AEX,"Alexandria, LA",LA,1310,1306,-4,0,0,-1,1300-1359,15,1321,1341,3,1402,1344,-18,0,0,-2,1400-1459,0,,0,112,98,80,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,19,5,2018-01-19,9E,3322,152,ATL,AEX,"Alexandria, LA",LA,1620,1616,-4,0,0,-1,1600-1659,19,1635,1659,2,1715,1701,-14,0,0,-1,1700-1759,0,,0,115,105,84,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,19,5,2018-01-19,9E,3282,152,ATL,AEX,"Alexandria, LA",LA,2113,2108,-5,0,0,-1,2100-2159,22,2130,2149,3,2200,2152,-8,0,0,-1,2200-2259,0,,0,107,104,79,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,20,6,2018-01-20,9E,3286,152,ATL,AEX,"Alexandria, LA",LA,1310,1303,-7,0,0,-1,1300-1359,16,1319,1342,4,1400,1346,-14,0,0,-1,1400-1459,0,,0,110,103,83,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,20,6,2018-01-20,9E,3282,152,ATL,AEX,"Alexandria, LA",LA,1900,1850,-10,0,0,-1,1900-1959,9,1859,1912,2,1950,1914,-36,0,0,-2,1900-1959,0,,0,110,84,73,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,21,7,2018-01-21,9E,3286,152,ATL,AEX,"Alexandria, LA",LA,1310,1328,18,18,1,1,1300-1359,17,1345,1403,2,1402,1405,3,3,0,0,1400-1459,0,,0,112,97,78,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,21,7,2018-01-21,9E,3322,152,ATL,AEX,"Alexandria, LA",LA,1620,1619,-1,0,0,-1,1600-1659,14,1633,1651,3,1715,1654,-21,0,0,-2,1700-1759,0,,0,115,95,78,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,21,7,2018-01-21,9E,3282,152,ATL,AEX,"Alexandria, LA",LA,2113,2108,-5,0,0,-1,2100-2159,18,2126,2147,3,2200,2150,-10,0,0,-1,2200-2259,0,,0,107,102,81,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
2018,1,1,22,1,2018-01-22,9E,3304,152,ATL,AEX,"Alexandria, LA",LA,939,935,-4,0,0,-1,0900-0959,20,955,1021,4,1032,1025,-7,0,0,-1,1000-1059,0,,0,113,110,86,500,,,,,,3618,4191,109,4300,4246,-126.37,674.25
